SKU,gramos/ml,nombre,categoria_general,categoria,precio,ingrediente_clave,país,url
64899,250.0,Lavado a mano - Uvas rojas,Ducha y Baño,Jabon de manos,3.9,Uvas,España,https://nala.es/products/uvas-rojas-lavadas-a-mano
64809,125.0,Bomba de Baño - Purpurina Lila,Ducha y Baño,Bomba de Baño,2.5,Purpurina Lila,España,https://nala.es/products/bomba-de-bano-glitter-lila
64853,125.0,Bomba de baño - Aceite de cáñamo,Ducha y Baño,Bomba de Baño,3.9,Cáñamo,España,https://nala.es/products/bomba-de-bano-aceite-de-canamo
65005,200.0,Gel de ducha - Lila,Ducha y Baño,Gel de Ducha,5.9,Lila,España,https://nala.es/products/gel-de-ducha-lilac
64380,200.0,Gel de ducha exfoliante e hidratante - Frambuesa,Ducha y Baño,Gel de Ducha,7.9,Frambuesa,España,https://nala.es/products/exfoliante-hidratante-gel-de-ducha-frambuesa
65002,200.0,Espuma de baño - Grapefruit,Ducha y Baño,Espuma de Baño,4.9,Grapefruit,España,https://nala.es/products/espuma-de-bano-pomelo-1
70429,125.0,Bomba de baño - Albahaca,Ducha y Baño,Bomba de Baño,3.9,Albahaca,España,https://nala.es/products/bano-bomba-basil
64868,200.0,Gel de ducha - Café,Ducha y Baño,Gel de Ducha,5.9,Café,España,https://nala.es/products/gel-de-ducha-cafe
70420,100.0,Jabón natural - Algas,Ducha y Baño,Jabon Natural,2.9,Algas,España,https://nala.es/products/jabon-natural-de-algas
64283,150.0,Aceite de ducha - Uvas rojas,Ducha y Baño,Aceite de Ducha,7.9,Uvas,España,https://nala.es/products/ducha-aceite-red-grapes
64377,100.0,Jabón brillante - Cítricos,Ducha y Baño,Jabon Natural,2.9,Cítricos,España,https://nala.es/products/jabon-brillante-citrus
64282,150.0,Aceite de ducha - Grapefruit,Ducha y Baño,Aceite de Ducha,7.9,Grapefruit,España,https://nala.es/products/aceite-de-ducha-pomelo
64284,150.0,Aceite de Ducha - Rosas y Vainilla,Ducha y Baño,Aceite de Ducha,7.9,Rosas,España,https://nala.es/products/aceite-de-ducha-rosas-vainilla
64200,125.0,Bomba de Baño - Frambuesa y Vainilla,Ducha y Baño,Bomba de Baño,3.9,Vainilla,España,https://nala.es/products/bomba-de-bano-frambuesa-vainilla
64201,125.0,Bomba de Baño - Caramelo y Vainilla,Ducha y Baño,Bomba de Baño,3.9,Vainilla,España,https://nala.es/products/bomba-de-bano-caramelo-vainilla
64202,125.0,Bomba de Baño - Café y Plátano,Ducha y Baño,Bomba de Baño,3.9,Café,España,https://nala.es/products/bano-bomba-cafe-platano
30794,125.0,Bomba de Baño - Papaya,Ducha y Baño,Bomba de Baño,3.9,Papaya,España,https://nala.es/products/bomba-de-bano-papaya
30784,125.0,Bomba de Baño - Café,Ducha y Baño,Bomba de Baño,3.9,Café,España,https://nala.es/products/bano-bomba-cafe
30759,100.0,Jabón natural - Uvas rojas,Ducha y Baño,Jabon Natural,2.9,Uvas,España,https://nala.es/products/jabon-natural-uvas-rojas
30755,100.0,Jabón natural - Naranja,Ducha y Baño,Jabon Natural,2.9,Naranja,España,https://nala.es/products/naranja-jabon-natural
30620,600.0,Sal marina de baño - Grapefruit,Ducha y Baño,Sal de Baño,6.9,Grapefruit,España,https://nala.es/products/bano-mar-sal-pomelo
30748,100.0,Jabón Natural Anticelulítico - Grapefruit,Ducha y Baño,Jabon Natural,2.9,Grapefruit,España,https://nala.es/products/jabon-natural-anticelulitico-pomelo
30754,100.0,Jabón natural - Mango,Ducha y Baño,Jabon Natural,2.9,Mango,España,https://nala.es/products/jabon-natural-mango
30752,100.0,Jabón natural - Limón,Ducha y Baño,Jabon Natural,2.9,Limón,España,https://nala.es/products/jabon-natural-limon
30741,100.0,Jabón natural - Arándanos y moras,Ducha y Baño,Jabon Natural,2.9,Arándanos y moras,España,https://nala.es/products/jabon-natural-arandanos-moras
30745,100.0,Jabón natural - Coco,Ducha y Baño,Jabon Natural,2.9,Coco,España,https://nala.es/products/jabon-natural-de-coco
30735,100.0,Jabón natural - Anticelulítico,Ducha y Baño,Jabon Natural,3.9,Anticelulítico,España,https://nala.es/products/jabon-natural-anticelulitico
30732,125.0,Bomba de baño - Grapefruit,Ducha y Baño,Bomba de Baño,3.9,Grapefruit,España,https://nala.es/products/bomba-de-bano-pomelo
30729,125.0,Bomba de Baño - Fresco,Ducha y Baño,Bomba de Baño,3.9,Fresco,España,https://nala.es/products/bomba-de-bano-fresh
30731,125.0,Bomba de baño - Mango,Ducha y Baño,Bomba de Baño,3.9,Mango,España,https://nala.es/products/bomba-de-bano-mango
30730,125.0,Bomba de Baño - Fresa,Ducha y Baño,Bomba de Baño,3.9,Fresa,España,https://nala.es/products/bomba-de-bano-fresas
30723,125.0,Bomba de Baño - Granada,Ducha y Baño,Bomba de Baño,3.9,Granada,España,https://nala.es/products/bomba-de-bano-granada
30724,125.0,Bomba de Baño - Rosas y Vainilla,Ducha y Baño,Bomba de Baño,2.5,Rosas,España,https://nala.es/products/bomba-de-bano-rosas-vainilla
30722,50.0,Crema de baño - Café,Ducha y Baño,Crema de Baño,2.35,Café,España,https://nala.es/products/bano-crema-cafe
30720,50.0,Crema de baño - Uvas rojas,Ducha y Baño,Crema de Baño,3.9,Uvas,España,https://nala.es/products/crema-de-bano-uvas-rojas
30718,50.0,Crema de Baño - Lavanda,Ducha y Baño,Crema de Baño,3.9,Lavanda,España,https://nala.es/products/crema-de-bano-lavanda
30719,50.0,Crema de baño - Lemongrass,Ducha y Baño,Crema de Baño,3.9,Lemongrass,España,https://nala.es/products/crema-de-bano-lemongrass
30666,300.0,Leche de baño - Lavanda,Ducha y Baño,Leche de Baño,9.9,Lavanda,España,https://nala.es/products/bano-leche-lavanda
30667,300.0,Leche de baño - Uvas rojas,Ducha y Baño,Leche de Baño,8.9,Uvas,España,https://nala.es/products/bano-leche-uvas-rojas
64447,125.0,Bomba de Baño - Arándano y Melocotón,Ducha y Baño,Bomba de Baño,3.9,Melocotón,España,https://nala.es/products/bomba-de-bano-arandano-melocoton
64489,140.0,Bomba de Baño Efervescente Corazón - Lila - LOVE,Ducha y Baño,Bomba de Baño,5.9,Lila - LOVE,España,https://nala.es/products/bomba-de-bano-efervescente-corazon-lila-love
64488,140.0,Bomba de Baño Efervescente Corazón - Haba Tonka Picante - HUG,Ducha y Baño,Bomba de Baño,5.9,Haba Tonka Picante - HUG,España,https://nala.es/products/bomba-de-bano-efervescente-corazon-haba-tonka-picante-hug
64444,135.0,Bomba de Baño - Luna - Caramelo Salado y Vainilla,Ducha y Baño,Bomba de Baño,5.9,Vainilla,España,https://nala.es/products/bomba-de-bano-luna-caramelo-salado-vainilla
64410,125.0,Bomba de Baño - Membrillo,Ducha y Baño,Bomba de Baño,3.9,Membrillo,España,https://nala.es/products/bano-bomba-quince
65099,200.0,Gel de ducha - Cóctel de frutas,Ducha y Baño,Gel de Ducha,5.9,Cóctel de frutas,España,https://nala.es/products/gel-ducha-fruta-coctel
64446,125.0,Bomba de Baño - Fresa Dulce,Ducha y Baño,Bomba de Baño,3.9,Fresa Dulce,España,https://nala.es/products/bomba-de-bano-dulce-fresa
65034,200.0,Gel de ducha - Melocotón,Ducha y Baño,Gel de Ducha,5.9,Melocotón,España,https://nala.es/products/gel-de-ducha-melocoton
64445,125.0,Bomba de baño - Cítricos,Ducha y Baño,Bomba de Baño,3.9,Cítricos,España,https://nala.es/products/bomba-de-bano-citrus
70418,100.0,Jabón natural - Ylang Ylang,Ducha y Baño,Jabon Natural,2.9,Ylang Ylang,España,https://nala.es/products/jabon-natural-ylang-ylang
30758,100.0,Jabón natural - Granada,Ducha y Baño,Jabon Natural,2.9,Granada,España,https://nala.es/products/jabon-natural-granada
70402,25.0,Exfoliante labial - Granada,Rostro,Exfoliante Labial,3.9,Granada,España,https://nala.es/products/exfoliante-labial-granada
64223,11.0,Bálsamo labial - Vainilla,Rostro,Bálsamo labial,3.9,Vainilla,España,https://nala.es/products/balsamo-labial-vainilla
64836,11.0,Bálsamo labial - Cereza,Rostro,Bálsamo labial,3.9,Cereza,España,https://nala.es/products/balsamo-labial-cereza
64222,11.0,Bálsamo labial - Grapefruit,Rostro,Bálsamo labial,3.9,Grapefruit,España,https://nala.es/products/balsamo-labial-pomelo
64221,11.0,Bálsamo labial - Cóctel de frutas,Rostro,Bálsamo labial,3.9,Cóctel,España,https://nala.es/products/balsamo-labial-coctel-de-frutas
64837,11.0,Bálsamo labial - Sandía,Rostro,Bálsamo labial,3.9,Sandía,España,https://nala.es/products/balsamo-labial-sandia
70482,11.0,Bálsamo labial - Coco y vainilla,Rostro,Bálsamo labial,3.9,Coco,España,https://nala.es/products/balsamo-labial-coco-vainilla
64224,11.0,Bálsamo labial - Fresa,Rostro,Bálsamo labial,3.9,Fresa,España,https://nala.es/products/balsamo-labial-fresa
30688,11.0,Bálsamo labial - Granada,Rostro,Bálsamo labial,3.9,Granada,España,https://nala.es/products/balsamo-labial-granada
30689,11.0,Bálsamo labial - Mango,Rostro,Bálsamo labial,3.9,Mango,España,https://nala.es/products/balsamo-labial-mango
64839,11.0,Bálsamo labial - Café,Rostro,Bálsamo labial,3.9,Café,España,https://nala.es/products/balsamo-labial-cafe
70483,11.0,Bálsamo labial - Rosas y menta,Rostro,Bálsamo labial,3.9,Rosas,España,https://nala.es/products/balsamo-labial-rosas-menta
30783,25.0,Exfoliante labial - Mango,Rostro,Exfoliante Labial,4.9,Mango,España,https://nala.es/products/exfoliante-labial-mango
64218,25.0,Exfoliante labial - Vainilla,Rostro,Exfoliante Labial,4.9,Vainilla,España,https://nala.es/products/exfoliante-labial-vainilla
64219,25.0,Exfoliante labial - Fresa,Rostro,Exfoliante Labial,4.9,Fresa,España,https://nala.es/products/exfoliante-labial-fresa
64217,25.0,Exfoliante labial - Grapefruit,Rostro,Exfoliante Labial,4.9,Grapefruit,España,https://nala.es/products/exfoliante-labial-pomelo
64833,25.0,Exfoliante labial - Sandía,Rostro,Exfoliante Labial,4.9,Sandía,España,https://nala.es/products/exfoliante-labial-sandia
64832,25.0,Exfoliante labial - Cereza,Rostro,Exfoliante Labial,4.9,Cereza,España,https://nala.es/products/lip-scrub-cherry
64835,25.0,Exfoliante labial - Café,Rostro,Exfoliante Labial,4.9,Café,España,https://nala.es/products/exfoliante-labial-cafe
64216,25.0,Exfoliante labial - Cóctel de frutas,Rostro,Exfoliante Labial,4.9,Cóctel,España,https://nala.es/products/lip-scrub-fruit-cocktail
64213,11.0,Bálsamo labial brillante - Granada,Rostro,Bálsamo labial,4.9,Granada,España,https://nala.es/products/balsamo-labial-brillante-granada
70434,,Agua Micelar - Aceite de Argán y Aloe Vera,Rostro,Limpiador Facial,5.5,Argán,España,https://nala.es/products/agua-micelar-aceite-de-argan-aloe-vera
70412,,Tónico Facial Pieles Mixtas - Flores de Naranjo,Rostro,Tónico Facial,5.5,Flores de Naranjo,España,https://nala.es/products/combinacion-piel-facial-toner-naranja-blossom
30789,120.0,Crema de afeitar - Aceite de almendras y enebro,Rostro,Otro,6.9,Aceite de almendras y enebro,España,https://nala.es/products/crema-de-afeitar-al-aceite-de-almendra-y-enebro
70413,75.0,Tónico Facial Piel Seca - Rosas,Rostro,Tónico Facial,6.9,Rosas,España,https://nala.es/products/dry-skin-facial-toner-roses
70411,,Tónico Facial Piel Grasa - Aciano,Rostro,Tónico Facial,6.9,Aciano,España,https://nala.es/products/aceite-piel-facial-toner-cornflower
64386,,"Mascarilla facial hidratante - espirulina en polvo, proteína de trigo, aceite de aguacate",Rostro,Mascarilla Facial,6.9,Aguacate,España,https://nala.es/products/mascarilla-hidratante-espirulina-polvo-proteina-de-trigo-aceite-de-aguacate
64457,,"Mascarilla Facial Calmante - Aceite de Espino Amarillo, Aloe Vera, Extracto de Caléndula",Rostro,Mascarilla Facial,6.9,Aloe,España,https://nala.es/products/mascarilla-calmante-espino-cerval-de-mar-fruta-aceite-aloe-vera-calendula-extracto
64237,30.0,"Serum Facial Concentrado Antipolución - Prasinoguard, Brócoli, Camomila",Rostro,Serum Facial,7.8,Prasinoguard,España,https://nala.es/products/anti-contaminacion-suero-facial-concentrado-prasinoguardia-brocoli-manzanilla
30788,120.0,Loción para después del afeitado - Aceite de aguacate y enebro,Rostro,Otro,7.9,Aguacate,España,https://nala.es/products/locion-para-despues-del-afeitado-avocado-oil-juniper
70458,,Exfoliante facial hidratante - Albaricoque en polvo,Rostro,Exfoliante Facial,7.9,Albaricoque en polvo,España,https://nala.es/products/exfoliante-facial-hidratante-polvo-de-albaricoque
74280,120.0,"Exfoliante Facial Fino - Kiwi, Aceite de Oliva, Geranio",Rostro,Exfoliante Facial,7.9,Kiwi,España,https://nala.es/products/exfoliante-facial-fino-kiwi-aceite-de-oliva-geranio
74288,120.0,Exfoliante Facial Medio - Harina de Maíz y Canela,Rostro,Exfoliante Facial,7.9,Harina de Maíz y Canela,España,https://nala.es/products/exfoliante-medio-facial-harina-de-maiz-canela
74281,,Exfoliante Facial Suave - Fresa y Manteca de Mango,Rostro,Exfoliante Facial,7.9,Fresa,España,https://nala.es/products/exfoliante-facial-suave-fresa-mango-mantequilla
70472,,Exfoliante facial profundo - Café y aceite de nuez de macadamia,Rostro,Exfoliante Facial,7.9,Café,España,https://nala.es/products/exfoliante-facial-profundo-aceite-de-cafe-nuez-de-macadamia
1541rodie,,Set Labios Perfectos - Granada,Rostro,Set facial,7.9,Granada,España,https://nala.es/products/set-labios-perfectos-granada
1541vanilie,,Set Labios Perfectos - Vainilla,Rostro,Set facial,7.9,Vainilla,España,https://nala.es/products/set-labios-perfectos-vainilla
1541mango,,Set Labios Perfectos - Mango,Rostro,Set facial,7.9,Mango,España,https://nala.es/products/set-labios-perfectos-mango
1541grapefruit,,Set Labios Perfectos - Grapefruit,Rostro,Set facial,7.9,Pomelo,España,https://nala.es/products/set-labios-perfectos-grapefruit
1541cirese,,Set Labios Perfectos - Cereza,Rostro,Set facial,7.9,Cereza,España,https://nala.es/products/set-labios-perfectos-cereza
1541cafea,,Set Labios Perfectos - Café,Rostro,Set facial,7.9,Cafe,España,https://nala.es/products/set-labios-perfectos-cafe
74279,,Gel limpiador facial purificante,Rostro,Limpiador Facial,8.9,Cañamo,España,https://nala.es/products/gel-limpiador-facial-purificante
30676,200.0,Espuma limpiadora facial para piel normal - Camomila,Rostro,Limpiador Facial,9.9,Camomila,España,https://nala.es/products/espuma-limpiadora-piel-normal-manzanilla
30677,200.0,Espuma limpiadora facial para piel seca - Aloe Vera,Rostro,Limpiador Facial,9.9,Aloe,España,https://nala.es/products/espuma-limpiadora-facial-para-piel-seca-aloe-vera
30678,200.0,Espuma limpiadora facial para piel grasa - Caléndula,Rostro,Limpiador Facial,9.9,Caléndula,España,https://nala.es/products/espuma-limpiadora-aceite-piel-calendula
64826,,"Leche Limpiadora - Aceite de Cáñamo, Aguacate, Aloe Vera",Rostro,Limpiador Facial,9.9,Cáñamo,España,https://nala.es/products/leche-limpiadora-aceite-de-canamo-avocado-aloe-vera
70461,100.0,Mascarilla Extra Hidratante - Manteca de Cacao & Polvo & Manteca de Karité,Rostro,Mascarilla Facial,9.9,Karité,España,https://nala.es/products/mascarilla-facial-hidratante-chocolate
64293,50.0,"Mascarilla Facial Matificante - Aceite de Lavanda, Arcilla Blanca, Aceite de Almendras Dulces",Rostro,Mascarilla Facial,9.9,Lavanda,España,https://nala.es/products/mascarilla-facial-matificante-aceite-de-lavanda-arcilla-blanca-aceite-de-almendras-dulces
74287,,"Crema Limpiadora Facial - Aceite de Almendras, Rosas, Miel, Karité",Rostro,Limpiador Facial,9.9,Rosas,España,https://nala.es/products/crema-limpiadora-facial-aceite-de-almendras-miel-shea
64459,,"Mascarilla facial calmante - Polvo de hibisco, extracto de pepino, agua de rosas",Rostro,Mascarilla Facial,9.9,Pepino,España,https://nala.es/products/mascarilla-calmante-hibisco-polvo-extracto-de-pepino-agua-de-rosa
64461,,"Mascarilla facial hidratante intensa - Cafeína, manteca de cacao, manteca de karité, aceite de almendras",Rostro,Mascarilla Facial,9.9,Karité,España,https://nala.es/products/mascarilla-facial-hidratante-intensa-cafeina-mantequilla-de-cacao-mantequilla-de-karite-aceite-de-almendras
64458,50.0,"Mascarilla facial antiacné - Ácido salicílico, Niacinamida, Extracto de hamamelis, Aceite del árbol del té",Rostro,Mascarilla Facial,9.9,Ácido salicílico,España,https://nala.es/products/mascarilla-facial-antiacne-acido-salicilico-niacinamida-extracto-de-hamamelis-aceite-de-arbol-de-te
64462,,"Mascarilla Facial Energizante - Aceite de Arroz, Aceite de Semilla de Limón, Vitamina C, Extracto de Gardenia",Rostro,Mascarilla Facial,9.9,Limón,España,https://nala.es/products/energizing-face-mask-rice-oil-lemon-seed-oil-vitamin-c-gardenia-extract
64385,,"Mascarilla facial iluminadora - Extracto de cúrcuma, Vitamina C",Rostro,Mascarilla Facial,9.9,Extracto de cúrcuma,España,https://nala.es/products/mascarilla-iluminadora-extracto-de-curcuma-vitamina-c
64460,,"Mascarilla Facial Poros Agrandados y Puntos Negros - Carbón Vegetal en Polvo, Niacinamida, Aceite de Menta Piperita",Rostro,Mascarilla Facial,9.9,Menta,España,https://nala.es/products/poros-agrandados-puntos-negros-mascara-carbon-polvo-niacinamida-peppermint-aceite
64269,30.0,Suero facial hidratante profundo - Ácido hialurónico 5% + Pantenol 1%,Rostro,Serum Facial,12.9,Ácido hialurónico,España,https://nala.es/products/suero-facial-hidratante-profundo-acido-hialuronico-5-pantenol-1
64272,30.0,Serum Facial Luminoso - Vitamina C 20% + Aloe Vera 2%,Rostro,Serum Facial,12.9,Aloe,España,https://nala.es/products/suero-facial-iluminador-vitamina-c-20-aloe-vera-2
64827,15.0,"Crema Contorno de Ojos Luminosa - Ojeras e Hinchazón - Cafeína, Karité, Té Verde",Rostro,Contorno de Ojos,12.9,Karité,España,https://nala.es/products/crema-ojeras-iluminadora-ojeras-ojeras-cafeina-shea-te-verde
64829,30.0,"Tratamiento Corrector del Acné - Romero, Agua de Hamamelis, Aloe Vera",Rostro,Otro,12.9,Aloe,España,https://nala.es/products/gel-acne-correction-rosemary-witch-hazel-aloe-vera
64828,15.0,"Crema Hidratante Contorno de Ojos - Aceite de Almendras, Aceite de Jojoba, Agua de Lavanda",Rostro,Contorno de Ojos,12.9,Jojoba,España,https://nala.es/products/crema-hidratante-ojos-aceite-de-almendras-aceite-de-jojoba-lavanda-agua
64831,30.0,Sérum Facial Regenerador - Extracto de Malva y Gotu Kola,Rostro,Serum Facial,12.9,Extracto de Malva ,España,https://nala.es/products/suero-facial-hidratante-extracto-de-malva-gotu-kola
64274,,Serum Facial Rellenador y Reafirmante - 10% Péptidos de Colágeno + Aminoácidos,Rostro,Serum Facial,12.9,Péptidos de Colágeno,España,https://nala.es/products/suero-facial-reafirmante-10-peptidos-de-colageno-aminoacidos
64273,,Suero Facial Exfoliante Alisante Textura - AHA Ácido glicólico 5%.,Rostro,Exfoliante Facial,12.9,Ácido glicólico,España,https://nala.es/products/textura-suavizante-exfoliante-serum-facial-aha-acido-glicolico-5
64275,,Serum para ojos luminosos y energizantes - 5% cafeína + extracto de té verde,Rostro,Contorno de Ojos,12.9,Cafeína,España,https://nala.es/products/extracto-de-te-verde-energizante-brillante-suero-ojo-5-cafeina
64270,30.0,Sérum Facial Poros Dilatados y Puntos Negros - Ácido Salicílico 2%,Rostro,Serum Facial,12.9,Ácido Salicílico,España,https://nala.es/products/serum-facial-poros-dilatados-y-puntos-negros-acido-salicilico-2
30671,50.0,Crema Facial Matificante - Piel Grasa - Caléndula y Aloe Vera,Rostro,Crema Facial,13.9,Caléndula,España,https://nala.es/products/crema-facial-matificante-aceite-calendula-aloe-vera
30673,50.0,Crema Facial Hidratante - Piel Normal - Camomila,Rostro,Crema Facial,13.9,Piel Normal - Camomila,España,https://nala.es/products/crema-facial-hidratante-piel-normal-manzanilla
30672,50.0,Crema Nutritiva para el Rostro - Piel Seca - Karité y Jojoba,Rostro,Crema Facial,13.9,Karité,España,https://nala.es/products/crema-facial-nutritiva-para-pieles-secas-de-jojoba
74285,30.0,Aceite facial - Piel seca,Rostro,Aceite Facial,13.9,Piel seca,España,https://nala.es/products/aceite-facial-piel-seca
65020,50.0,Crema Facial Matificante SPF 50 - Pieles mixtas - Escaramujo y Aceite de Oliva,Rostro,Crema Facial,14.9,Escaramujo ,España,https://nala.es/products/crema-facial-matificante-spf-50-aceite-de-oliva-para-pieles-mixtas
65021,50.0,Crema Antiacné SPF 50 - Piel con Acné - Árbol de Té y Romero,Rostro,Crema Facial,14.9,Arbol de Té,España,https://nala.es/products/crema-anti-acne-spf-50-acne-piel-propensa-te-arbol-romero
65019,50.0,Crema Facial Hidratante SPF 50 - Piel Normal - Extracto de Siempreviva y Margarita,Rostro,Crema Facial,14.9,Extracto de Siempreviva,España,https://nala.es/products/crema-facial-hidratante-spf-50-piel-normal-extracto-de-siempreviva-margarita
30674,50.0,Crema facial de día antiedad - Pieles maduras - Aceite de aguacate,Rostro,Crema Facial,15.9,Aguacate,España,https://nala.es/products/anti-edad-crema-facial-de-dia-piel-madura-avocado-aceite
65135,50.0,Crema facial anticontaminación - Pieles mixtas - Algas y pepino,Rostro,Crema Facial,15.9,Pepino,España,https://nala.es/products/antipolucion-crema-facial-combinacion-piel-algas-pepino
74286,50.0,Crema facial hidratante intensiva - Piel seca,Rostro,Crema Facial,15.9,Piel seca,España,https://nala.es/products/crema-facial-hidratante-intensiva-piel-seca
30762,30.0,Crema Contorno de Ojos - Pepino y Algas,Rostro,Contorno de Ojos,16.9,Pepino,España,https://nala.es/products/contorno-de-ojos-crema-pepino-algas
30765,50.0,Crema facial - Piel mixta - Células madre y aceite de germen de trigo,Rostro,Crema Facial,19.9,Celulas madre,España,https://nala.es/products/crema-facial-combinacion-celulas-madre-de-la-piel-aceite-de-germen-de-trigo
30763,30.0,Serum Facial Reafirmante - Acmella & Achicoria,Rostro,Serum Facial,19.9,Acmella & Achicoria,España,https://nala.es/products/suero-facial-reafirmante-acmella-chicory
64494,50.0,"Crema Antiacné – Niacinamida, Ácido Salicílico, Savia de Abedul y Aceite de Árbol de Té",Rostro,Crema Facial,19.9,Ácido Salicílico,España,https://nala.es/products/crema-antiacne-niacinamida-acido-salicilico-savia-de-abedul-y-aceite-de-arbol-de-te
64495,50.0,"Crema Hidratante – Piel Normal – Extracto de Caléndula, Ginkgo Biloba y Aceite de Semillas de Uva",Rostro,Crema Facial,19.9,Caléndula,España,https://nala.es/products/crema-hidratante-piel-normal-extracto-de-calendula-ginkgo-biloba-y-aceite-de-semillas-de-uva
64496,50.0,"Crema Control Sebo & Matificante – Piel Grasa – Extracto de Kale, Té Verde, Avena y Aceite de Germen de Maíz",Rostro,Crema Facial,19.9,Extracto de kale,España,https://nala.es/products/crema-control-sebo-matificante-piel-grasa-extracto-de-kale-te-verde-avena-y-aceite-de-germen-de-maiz
64497,50.0,"Crema Poros Dilatados & Puntos Negros – Piel Mixta – Carbón de Bambú, Ácido Salicílico y Extracto de Hamamelis",Rostro,Crema Facial,19.9,Ácido Salicílico,España,https://nala.es/products/crema-poros-dilatados-puntos-negros-piel-mixta-carbon-de-bambu-acido-salicilico-y-extracto-de-hamamelis
30766,50.0,Crema facial reafirmante - Piel madura - Ácido hialurónico y Acmella,Rostro,Crema Facial,22.9,Ácido hialurónico,España,https://nala.es/products/crema-facial-reafirmante-antiarrugas-piel-madura-espino-cerval-de-mar-amaricoria
1829,,Set de cuidado de la piel normal,Rostro,Set facial,24.95,Otro,España,https://nala.es/products/set-de-cuidado-de-la-piel-normal
1828,,Set para el cuidado de la piel grasa,Rostro,Set facial,25.95,Otro,España,https://nala.es/products/set-para-el-cuidado-de-la-piel-grasa
1824,,Set para el cuidado de la piel - Piel seca,Rostro,Set facial,28.95,Otro,España,https://nala.es/products/set-para-el-cuidado-de-la-piel-piel-seca
1890,,Set de rutina para el cuidado de la piel seca,Rostro,Set facial,34.95,Otro,España,https://nala.es/products/set-de-rutina-para-el-cuidado-de-la-piel-seca
1300,,Set para el cuidado de la piel madura - Antienvejecimiento,Rostro,Set facial,35.95,Otro,España,https://nala.es/products/set-para-el-cuidado-de-la-piel-madura-antienvejecimiento
64830,30.0,Serum Contorno de Ojos Luminoso - Ojeras y Bolsas - Cafeína,Rostro,Contorno de Ojos,12.9,Cafeína,España,https://nala.es/products/aclarar-ojeras-ojeras
2016,,Set de tratamiento para pieles propensas al acné,Rostro,Set facial,14.95,Otro,España,https://nala.es/products/set-de-tratamiento-para-pieles-propensas-al-acne
30675,50.0,Crema facial antiacné - Pieles propensas al acné - Aloe Vera y Aceite de Argán,Rostro,Crema Facial,15.9,Aloe,España,https://nala.es/products/crema-facial-antiacne-piel-propensa-al-acne-aloe-vera-aceite-de-argan
1826,,Set para el cuidado de la piel propensa al acné,Rostro,Set facial,35.95,Otro,España,https://nala.es/products/set-para-el-cuidado-de-la-piel-propensa-al-acne-1
